

Site ID,Name,Pretty Site Name,Number of Recordings,First Recording,Last Recording,Latitude,Longitude,Altitude,Timezone,Skip Site,Comment for Skip Site,Group,PMJ Male Song,PMJ Male Chorus,PMJ Female Chatter,PMJ Hatchling,PMJ Nestling,PMJ Fledgling,Distance to Colony,Approx Colony Size,Substrate,Site Description,Site Results,Pretty Site Name 2,Breeding Type,Complex Types,p1mcstart,p1mcend,p1incstart,p1hatch,p1fledgestart,p1fledgedisp,p1abandon,p1outcome,p2mcstart,p2mcend,p2incstart,p2hatch,p2fledgestart,p2fledgedisp,p2abandon,p2outcome,p3mcstart,p3mcend,p3incstart,p3hatch,p3fledgestart,p3fledgedisp,p3abandon,p3outcome,p4mcstart,p4mcend,p4incstart,p4hatch,p4fledgestart,p4fledgedisp,p4abandon,p4outcome
33985,2022 Sedgwick,2022 Sedgwick Reserve Pond,7703,3/20/2022,7/12/2022,34.695,-120.042,343,America/Los_Angeles,,,Sedgwick,2022 Sedgwick MS 1.0 2022,2022 Sedgwick MC01,2022 Sedgwick FS 01,2022 Sedgwick Hatchling,2022 Sedgwick Nestling,2022 Sedgwick FC06,2m,200,Cattails,"Mature oak trees in proximity to the colony with some smaller shrubs less than 10 m away from the colony. Besides scattered trees, most of the surrounding vegetation is open grassland.","Two temporally distinct breeding attempts were detected, each exhibiting a complete sequence of breeding-stage vocalizations. Recordings containing Fledgling Begging Calls were detected for both attempts, and both were therefore classified as Successful.",2022 Sedgwick Reserve Pond,Sequential,,inf,4/4/2022,3/29/2022,4/10/2022,4/26/2022,5/7/2022,ND,Successful,5/1/2022,5/7/2022,5/9/2022,5/21/2022,6/3/2022,6/12/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34046,2022 SJWA,2022 San Jacinto Wildlife Area - Bridge Street Pond,3457,5/10/2022,6/27/2022,33.8627,-117.073,435,America/Los_Angeles,,,San Jacinto Wildlife Area,2022 SJWA MS04,2022 SJWA MC01,2022 SJWA FS01,2022 SJWA Hatchling,2022 SJWA Nestling,2022 SJWA FC06,10m,800,Cattails,"To the west is private land, perennial ryegrass hay and alfalfa. To the south is the pond which is surrounded by a narrow band of willows and mulefat, and has a dense growth of cattails and bulrush in the pond itself. Beyond the pond is weedy fallow fields. To the east is Mystic Lake bed, mostly grown up in tall forbs, native and non-native. To the north is SJWA irrigated, weedy fields.","Male Chorus detections persisted through much of the deployment and overlapped with Nestling Begging Call detections. Because Male Chorus extended into incubation, Female Chatter detections were masked, and only three recordings containing this vocalization were detected. In addition, numerous Red-winged Blackbird Female Chatter vocalizations were present, and care was taken to avoid potential false positives. The prolonged overlap of Male Chorus with the extended temporal distribution of Nestling Begging Call detections support classification of this colony as Asynchronous. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful. Detections of Fledgling Begging Calls were infrequent and did not meet the daily threshold and reported dates are approximate. This is indicated with a ""~"" in Table 5.",2022 San Jacinto Wildlife Area - Bridge Street Pond,Asynchronous,,inf,6/3/2022,5/17/2022,~5/27/2022,~6/11/2022,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
33984,2022 WA Harder Spring,2022 Washington State - Harder Spring,7984,3/18/2022,7/13/2022,46.6572,-118.499,276,America/Los_Angeles,,,Washington,2022 WA HS WA01,2022 WA HS MC01,2022 WA HS FS01,2022 WA HS Hatchling,2022 WA HS Nestling,2022 WA HS FC06,20m,200,"Bulrush, cattails, common reed","Isolated pond/spring are approximately 2 acres in size, likely natural spring plus irrigation water. Some open water but mainly mix of common reed, bulrush, and cattail.","An initial synchronous breeding attempt was identified based on detections of Hatchling, Nestling, and Fledgling Begging Calls occurring in the expected temporal sequence. Targeted manual review for Hatchling Begging Calls during this first attempt identified three recordings on 17 May, followed by no detections on 18–19 May, coincident with a sharp increase in Male Chorus activity that likely masked these quieter vocalizations. As a result, Hatchling Begging Call detections did not meet the daily threshold for brooding onset. However, the detections on 17 May, together with the appearance of Begging Calls from older nestlings beginning on 20 May, support an estimated brooding onset of approximately 17 May. This date is therefore reported as approximate and is marked with a “~” in Table 5.

A second breeding attempt was also identified, occurring approximately 20 days after the first. Because Tricolored Blackbirds typically require at least 30 days between successive breeding attempts, this short interval indicates the arrival of an additional cohort rather than a repeat attempt by birds from the first cohort, resulting in overlapping breeding stages. Recordings containing Fledgling Begging Calls were detected for both cohorts, and each attempt was therefore classified as Successful. Due to the close temporal overlap between the two attempts, dispersal for the first attempt and fledging onset for the second could not be assigned reliably.",2022 Washington State - Harder Spring,Additions,,4/27/2022,5/3/2022,~5/5/2022,~5/17/2022,5/30/2022,6/12/2022,ND,Successful,5/18/2022,5/27/2022,5/26/2022,6/7/2022,6/15/2022,6/22/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
33845,2022 WA1,2022 Washington State - McCain Wetands,4754,5/27/2022,8/1/2022,46.8521,-119.183,283,America/Los_Angeles,,,Washington,2022 WA1 MW-MS04,2022 WA1 MC01,2022 WA1 FS01,2022 WA local Hatchling 01,2022 WA1 Nestling,2022 WA1 FC06,10m,150-200,"Bulrush, cattails, common reed",Wetland complex on private agricultural and ranch lands surrounded by levee road.,"Female Chatter, Hatchling Begging Call, and Fledgling Begging Call detections overlapped in the earliest recordings, indicating that breeding was already underway at the time of ARU deployment. The overlap of brooding- and dispersal-stage vocalizations supports classification of this colony as Asynchronous, though the colony structure has been assigned Unknown because of the lack of data. Recordings containing Fledgling Begging Calls declined sharply by late May, consistent with dispersal and confirming successful reproduction.",2022 Washington State - McCain Wetands,Unknown,,inf,inf,inf,inf,inf,6/1/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34088,2022 Wind Wolves Preserve Pleitito Creek,2022 Wind Wolves Preserve - Pleitito Creek,5469,3/11/2022,5/26/2022,34.9536,-119.1407,801,America/Los_Angeles,,,Wind Wolves Preserve,2022 WWP - PC MStyp5,2022 WWP PC MC01,2022 WWP - PC FS01,2022 WWP PC Hatchling,2022 WWP PC Nestling,2022 WWP - PC FC06,No Colony,No Colony,Stinging nettle,"Seasonal creek with stinging nettle, cattails and grasses","Only a limited number of Male Song detections were recorded, and no detections of Female Chatter or Begging Calls were observed, indicating that breeding was not initiated during the recording period.",2022 Wind Wolves Preserve - Pleitito Creek,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34087,2022 Wind Wolves Preserve Santiago Wetlands,2022 Wind Wolves Preserve - Santiago Wetlands,12613,2/23/2022,8/17/2022,34.9391,-119.2964,740,America/Los_Angeles,,,Wind Wolves Preserve,2022 WWP - SW MSTyp5,2022 WWP SW MC01,2022 WWP - SW FS01,2022 WWP - SW Hatchling,2022 WWP - SW Nestling,2022 WWP - SW FC06,40m,50-100,Stinging nettle,"A 5-acre wetland comprised of stinging nettle, cattails, mule fat and willows","Male Chorus and Female Chatter detections overlapped with Hatchling and Nestling Begging Call detections, indicating Asynchronous colony structure. Although early-stage vocalizations were difficult to detect due to being masked by Male Chorus, recordings containing Nestling and Fledgling Begging Calls were detected consistently, and the breeding attempt was therefore classified as Successful. When annotating Begging Calls for determining brooding onset the later date detections are Nestling Begging Calls, and the true Hatchling Begging Call detections are infrequent, but they are in the right kHz. Even though the number of detections does not meet the daily threshold, the earlier date is used, and the resulting date estimate is an approximate, which is indicated with a ""~"" in Table 5.",2022 Wind Wolves Preserve - Santiago Wetlands,Asynchronous,,3/7/2022,4/25/2022,~4/9/2022,~4/21/2022,5/3/2022,6/3/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48395,2023 Baja Rancho Cinega,2023 Baja Ciénega Redonda North,9353,4/14/2023,8/22/2023,32.538,-116.318,972,America/Tijuana,,,Baja,2023 Baja RC MS01,2023 Baja RC MC01,2023 Baja RC FS01,2023 Baja Hatchling,2023 Baja Nestling,2023 Baja RCP FC06,2m,100-200,Cattails,A relatively small pool largely filled with marsh. The ARU was placed on the south side.,"Recording quality at this site was low, and faint sonograms limited detection of quieter vocalizations such as Female Chatter and Hatchling Begging Calls. However, Male Chorus and Fledgling Begging Calls were consistently detectable and revealed nearly continuous vocal activity with multiple increases in recordings containing Fledgling Begging Calls. This pattern hints at a possible Sequential colony type, with as many as four breeding attempts. Because early-stage vocalizations were poorly resolved, confidence in distinguishing Sequential from Asynchronous patterns is reduced, and the colony type was assigned as Unknown. The presence of recordings containing Fledgling Begging Calls indicates successful reproduction. The detections of the Fledgling Begging Calls were intermittent, and low number. Because of this assigning them to discrete blocks of fledging onset and dispersal was not possible and only the first fledging onset and last date of dispersal are documented for this colony. These dates are indicates as a ""~"" in Table 5.",2023 Baja Ciénega Redonda North,Unknown,,inf,5/11/2023,missed,missed,~4/28/2023,~7/28/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48438,2023 Bridge St Pond,2023 San Jacinto Wildlife Area - Bridge St. Pond,1295,4/18/2023,5/6/2023,33.8627,-117.073,434,America/Los_Angeles,,,San Jacinto Wildlife Area,2023 BSP MStyp5,2023 BSP MC01,2023 BSP FS01,2023 BSP Hatchling,2023 BSP Nestling,2023 BSP FC06,No Colony,No Colony,"Bulrush, cattails","To the west is private land, perennial ryegrass hay and alfalfa. To the south is the pond which is surrounded by a narrow band of willows and mulefat, and has a dense growth of cattails and bulrush in the pond itself. Beyond the pond is weedy fallow fields. To the east is Mystic Lake bed, mostly grown up in tall forbs, native and non-native. To the north is SJWA irrigated, weedy fields.",,2023 San Jacinto Wildlife Area - Bridge St. Pond,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48455,2023 Colusa NWR T27.1,2023 Colusa NWR T27-1&2,4397,6/1/2023,8/1/2023,39.141,-122.028,13,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2023 CNWR T27.1 MStyp5,2023 CNWR T27.1 MC01,2023 CNWR T27.1 FS01,2023 CNWR T27.1 Hatchling,2023 CNWR T27.1 Nestling,2023 CNWR T27.1 FC06,10,"2,000","Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","The ARI score for this breeding attempt was 0.429, corresponding to classification as Partially Abandoned. Elevated temperatures occurred during the onset of brooding and were temporally coincident with the Partial Abandonment. Recordings containing Fledgling Begging Calls during incubation in mid-July likely originated from fledglings dispersing from the colony detected on the T27-2S ARU. Subsequent recordings containing Fledgling Begging Calls approximately twelve days after the onset of brooding are attributed to this colony and indicate that young successfully left the nest. The breeding attempt at this site began approximately 30 days later than the breeding attempt detected at the T27-2S ARU, and it is possible that the same adults nested sequentially at both locations. In-person visits confirmed breeding location as T27-1.",2023 Colusa NWR T27-1&2,Simple,,6/26/2023,7/4/2023,7/4/2023,7/16/2023,7/27/2023,7/30/2023,7/24/2023P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
58629,2023 Colusa NWR T27.2,2023 Colusa NWR T27-2S,4398,6/1/2023,8/1/2023,39.1375,-122.028,14,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2023 CNWR T27.2 MStyp5,2023 CNWR T27.2 MC01,2023 CNWR T27.2 FS01,2023 CNWR T27.2 Hatchling,2023 CNWR T27.2 Nestling,2023 CNWR T27.2 FC06,5,"23,000","Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","Automated pattern matching performed effectively for all vocalization types. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful. The timing of fledgling dispersal from this site coincided with Fledgling Begging Call detections at the adjacent site T27-1 during that site’s incubation period and may reflect movement of the same fledglings.",2023 Colusa NWR T27-2S,Simple,,inf,6/5/2023,6/8/2023,6/20/2023,6/29/2023,7/20/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48473,2023 Conaway Ranch - HQ,2023 Conaway Ranch Headquarters,3024,5/24/2023,7/5/2023,38.6478,-121.668,8,America/Los_Angeles,,,Central Sacramento Valley,2023 Con HQ MStyp5,2023 Con HQ MC01,2023 Con HQ FS01,2023 Con HQ Hatchling,2023 Con HQ Nestling,2023 ConR HQ FC06,30m,5000,Himalayan blackberry,Himalayan blackberries of short stature that are lining a major ranch canal.,The ARU was placed at the onset of settlement. All breeding-stage vocalizations were readily detected. Recordings containing Fledgling Begging Calls confirm successful reproduction.,2023 Conaway Ranch Headquarters,Simple,,5/26/2023,5/31/2023,6/1/2023,6/13/2023,6/23/2023,6/30/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48474,2023 Conaway Ranch NE,2023 Conaway Ranch NE,3317,5/26/2023,7/11/2023,38.6535,-121.67,8,America/Los_Angeles,,,Central Sacramento Valley,2023 Con NE MStyp5,2023 ConNE MC01,2023 Con NE FS01,2023 Con NE Hatchling,2023 Con NE Nestling,2023 Con NE FC06,3m,9000,Himalayan blackberry,"Himalayan blackberries lining a road, adjacent to pond.",The ARU was placed during settlement. Recordings containing Fledgling Begging Calls confirm successful reproduction.,2023 Conaway Ranch NE,Simple,,inf,6/3/2023,5/30/2023,6/11/2023,6/25/2023,6/30/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48477,2023 Conaway Ranch North 1,2023 Conaway Ranch North 1,2518,6/8/2023,7/13/2023,38.6512,-121.687,9,America/Los_Angeles,,,Central Sacramento Valley,2023 Con N1 MS typ5,2023 ConN1 MC01,2023 Con N1 FS01,2023 Con N1 Hatchling,2023 Con N1 Nestling,2023 Con N1 FC06,5m,10000,"Himalayan blackberry, cattails",On Conaway Ranch to north of reservoir up windy ranch road. On both sides of irrigation canals in both Himalayan blackberries and willows along canals. Nests also likely in tules in canals.,"The ARU was placed near the onset of incubation. Breeding-stage vocalizations were well represented in the recordings, and recordings containing Fledgling Begging Calls confirm successful reproduction.",2023 Conaway Ranch North 1,Simple,,ND,ND,6/6/2023,6/18/2023,6/27/2023,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48476,2023 Conaway Ranch North 2,2023 Conaway Ranch North 2,3167,6/13/2023,7/27/2023,38.6546,-121.685,9,America/Los_Angeles,,,Central Sacramento Valley,2023 Con N2 MS typ5,2023 ConN2 MC01,2023 Con N2 FS01,2023 Con N2 Hatchling,2023 Con N2 Nestling,2023 Con N2 FC06,5m,10000,"Himalayan blackberry, cattails",On Conaway Ranch to north of reservoir up windy ranch road. On both sides of irrigation canals in both Himalayan blackberries and willows along canals. Nests also likely in tules in canals.,"The ARU was placed during settlement. Breeding-stage vocalizations were well represented in the recordings, and recordings containing Fledgling Begging Calls confirm successful reproduction.",2023 Conaway Ranch North 2,Simple,,inf,6/18/2023,6/16/2023,6/28/2023,7/7/2023,7/23/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48462,2023 Creed Rd,2023 Denverton Creek,9724,3/12/2023,8/7/2023,38.241,-121.888,12,America/Los_Angeles,,,Solano County,2023 Creed RD MStyp5,2023 CR MC01,2023 Creed Rd FS01,2023 CR Hatchling,2023 CR Nestling,2023 Creed Rd FC06,125m,1000,Himalayan blackberry,"A patch of Himalayan blackberry about 0.36 ha in the cattle field and adjacent to Creed Road. Grasslands grazed by cattle surround the site. The historical size of the colony is estimated to be 500–2,000 adults.","Male Song and Male Chorus detections were recorded more than two months before the first Female Chatter detections. Female Chatter detections persisted for only a few days before Tricolored Blackbird vocal detections ceased. No Begging Call detections were recorded, and the breeding attempt was classified as Abandoned. Because there were no Begging Calls, brooding onset could not be estimated by subtracting tweleve days from the first day Hatchling Begging Calls were heard. Instead, brooding onset was estimated as being twelve days after Female Chatter was detecected above the daily threshold (>10% of recordings). This difference is indicated in Table 5 with a ""~"".",2023 Denverton Creek,Simple,,4/26/2023,5/5/2023,5/9/2023,5/21/2023(E),ND,ND,5/10/2023,Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48454,2023 Delevan NWR T43.1,2023 Delevan NWR T43-1,4546,5/16/2023,7/18/2023,39.2787,-122.104,18,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2023 Delevan T43.1 MStyp5,2023 DNWR T43.1 MC01,2023 Delevan T43.1 FS01,2023 DNWR T43.1 Hatchling,2023 DNWR T43.1 Nestling,2023 Delevan T43.1 FC06,No Colony,No Colony,"Bulrush, cattails, Himalayan blackberry",Site re-contoured in 2022 and basin used by breeding birds less than half of its former area.,,2023 Delevan NWR T43-1,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48877,2023 Delevan NWR T43.2,2023 Delevan NWR T43-2,8760,5/16/2023,9/16/2023,39.2785,-122.098,18,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2023 Delevan T43.2 MStyp5,2023 DNWR T43.2 MC01,2023 Delevan T43.2 FS01,2023 DNWR T43.2 Hatchling,2023 DNWR T43.2 Nestling,2023 Delevan T43.2 FC06,No Colony,No Colony,"Bulrush, cattails, Himalayan blackberry",Site re-contoured in 2022 and basin used by breeding birds less than half of its former area.,,2023 Delevan NWR T43-2,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48472,2023 Delevan T6,2023 Delevan NWR T6,4019,5/30/2023,7/25/2023,39.3267,-122.115,20,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2023 Delevan T6 MStyp5,2023 DNWR T6 MC01,2023 Delevan T6 FS01,2023 DNWR T6 Hatchling,2023 DNWR T6 Nestling,2023 Delevan T6 FC06,No Colony,No Colony,Bulrush,This colony location was directly north of the Delevan hunting blind 4 in the bulrush/tules.,This site had been named 2023 Delevan T6 but was renamed to align with naming in the UC Davis Tricolored Blackbird portal.,2023 Delevan NWR T6,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48463,2023 Hale Road,2023 Hale Road,5826,4/18/2023,7/8/2023,39.0835,-121.512,19,America/Los_Angeles,,,Central Sacramento Valley,2023 HR MStyp5,2023 HR MC - ConHQ MC01,2023 HR FS01,2023 HR Hatchling,2023 HR Nestling,2023 HR FC06,2m,10000,"Himalayan blackberry, cattails",Very large circular copse of Himalayan blackberry on cattle ranch with short-grass prairie adjacent and small creek running through.,"Two ARUs were deployed at this site. This dataset is treated as the core dataset because its recordings produced the greatest number of vocalization detections. The ARU was placed well before settlement. Two breeding attempts were detected. The recordings captured the full sequence of breeding-stage vocalizations for the first attempt, and recordings containing Fledgling Begging Calls indicate that this attempt was Successful. The ARU was removed during incubation of the second breeding attempt, preventing determination of its outcome.",2023 Hale Road,Sequential,,5/20/2023,5/25/2023,5/25/2023,6/6/2023,6/20/2023,7/6/2023,ND,Successful,6/26/2023,6/30/2023,7/4/2023,ND,ND,ND,ND,Unknown,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48468,2023 Hale Road Site 2,2023 Hale Road Site 2,6331,4/11/2023,7/8/2023,39.0834,-121.512,19,America/Los_Angeles,Dupe,2023 Hale Road:,Central Sacramento Valley,2023 HR2 MStyp5,2023 HR2 MC01,2023 HR2 FS01,2023 HR2 Hatchling,2023 HR2 Nestling,2023 HR2 FC06,2m,10000,"Himalayan blackberry, cattails",See 2023 Hale Road.,This ARU is considered a duplicate dataset of 2023 Hale Road.,2023 Hale Road Site 2,Simple,,5/20/2023,5/24/2023,5/25/2023,6/6/2023,6/19/2023,7/5/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48457,2023 Iron Point,2023 Iron Point,7570,5/9/2023,8/22/2023,38.647,-121.104,172,America/Los_Angeles,,,Iron Point,2023 IP MStyp5,2023 IP MC01,2023 IP FS01,2023 IP Hatchling,2023 IP Nestling,2023 IP FC06,15,600,Himalayan blackberry,"A 0.2-ha patch of Himalayan blackberry in a small area designated as open space surrounded by roadways, commercial stores, parking lots, and a housing development.","Nestling Begging Call detections were present at the start of the deployment, indicating that the colony was already in the brooding stage. An ARI score could not be calculated because the ARU was deployed after the onset of brooding. However, Hatchling and Nestling Begging Call detections declined sharply within six days of deployment, supporting classification of this breeding attempt as Partially Abandoned. Six recordings containing Fledgling Begging Calls were detected, indicating that a small fraction of nests successfully produced fledglings. Due to the Partial Abandonment, detections of Fledgling Begging Calls were sparse and did not meet the daily threshold, and the reported dates are approximate. This is indicated with a ""~"" in Table 5.",2023 Iron Point,Simple,,inf,inf,inf,inf,ND,ND,5/13/2023P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48434,2023 Kentucky Lateral,2023 Kentucky Lateral,2664,4/15/2023,5/22/2023,38.6717,-121.71,9,America/Los_Angeles,,,Central Sacramento Valley,2023 KL MStyp5,2023 KL MC01,2023 KL FS01,2023 KL Hatchling,2023 KL Nestling,2023 KL FC06,10m,500,Bull thistle,NEED,The ARU was placed during incubation. Female Chatter continued into brooding indicating an Asynchronous colony structure. Fledgling Begging Call detections indicate successful reproduction.,2023 Kentucky Lateral,Asynchronous,,inf,inf,4/14/2023,4/26/2023,5/12/2023,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48467,2023 Kern - Canebreak Ecological Reserve 4,2023 Kern - Canebreak Ecological Reserve 4,5603,5/25/2023,8/11/2023,35.7315,-118.166,875,America/Los_Angeles,,,Southern Sierra Research Station,2023 Kern CB MStyp5,2023 Kern CB MC01,2023 Kern CB FS01,2023 Kern CB Hatchling,2023 Kern CB Nestling,2023 Kern CB FC06,0m,No Colony,Stinging nettle,NEED,,2023 Kern - Canebreak Ecological Reserve 4,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48470,2023 Kern - HQ2,2023 Kern - Headquarters 2,7192,5/3/2023,8/11/2023,35.6669,-118.308,804,America/Los_Angeles,,,Southern Sierra Research Station,2023 Kern HQ2 MS01,2023 Kern HQ2 MC01,2023 Kern HQ2 FS01,2023 Kern HQ2 Hatchling,2023 Kern HQ2 Nestling,2023 Kern HQ2 FC06,3m,100,Sandbar Willow,NEED,"Two temporally distinct breeding attempts were detected. Each progressed through brooding, fledging, and dispersal, as indicated by sustained Begging Call detections. The presence of Fledgling Begging Call detections during incubation of the first breeding attempt suggest fledglings from a different colony traveling with adults. Recordings containing Fledgling Begging Calls were detected for both attempts, and both were therefore classified as Successful.",2023 Kern - Headquarters 2,Sequential,,5/20/2023,5/24/2023,5/27/2023,6/8/2023,6/20/2023,7/3/2023,ND,Successful,6/23/2023,6/25/2023,6/23/2023,7/5/2023,7/19/2023,8/7/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48459,2023 Laguna Fry Confluence - 45 Sump,2023 45 Sump,3897,4/25/2023,6/18/2023,38.4731,-121.276,29,America/Los_Angeles,,,Central Sacramento Valley,2023 LC 45 MStyp5,2023 LFC 45 sump MC01,2023 LC 45 FS01,2023 LFC 45 Sump Hatchling,2023 LFC 45 Sump Nestling,2023 LC 45 FC06,15m,5500,Himalayan blackberry,Himalayan blackberry patches along canal.,"The ARU was placed during settlement. A simple, synchronous progression of breeding-stage vocalizations was detected. Recordings containing Fledgling Begging Calls extended through dispersal, confirming successful reproduction.",2023 45 Sump,Simple,,inf,4/30/2023,4/29/2023,5/11/2023,5/21/2023,5/30/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48465,2023 Laguna Fry Confluence - Site 1,2023 Laguna Frye Confluence 3,2894,5/9/2023,6/18/2023,38.4863,-121.279,29,America/Los_Angeles,,,Central Sacramento Valley,2023 LC S1 MStyp5,2023 LFC Site 1 MC01,2023 LC S1 FS01,2023 LFC1 Hatchling,2023 LCS1 Nestling,2023 LC S1 FC06,5m,17500,"Himalayan blackberry, cattails, tule","A mitigation site managed by the Sacramento Valley Conservancy surrounded by private property that consists of a complex vegetation mosaic (Himalayan blackberry, cattails, tules, emergent cottonwoods) providing nesting substrates surrounded by both grazing and agricultural lands. ARU installed about 200 m east of #2.","The ARU was placed during incubation. Recordings containing Hatchling, Nestling, and Fledgling Begging Calls followed the expected temporal order for a Simple synchronous breeding attempt. Recordings containing Fledgling Begging Calls confirm successful reproduction.  The algorthim used to determine dispersal date reported a date for a single detection for one bird that didn't disperse. The reported date was manually adjusted to 1 Jun, when the bulk of the fledglings dispersed, indicated with a ""~"" in Table 5.",2023 Laguna Frye Confluence 3,Simple,,inf,inf,5/5/2023,5/17/2023,5/26/2023,6/1/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
