

Site ID,Name,Pretty Site Name,Number of Recordings,First Recording,Last Recording,Latitude,Longitude,Altitude,Timezone,Skip Site,Comment for Skip Site,Group,PMJ Male Song,PMJ Male Chorus,PMJ Female Chatter,PMJ Hatchling,PMJ Nestling,PMJ Fledgling,Distance to Colony,Approx Colony Size,Substrate,Site Description,Site Results,Pretty Site Name 2,Breeding Type,Complex Types,p1mcstart,p1mcend,p1incstart,p1hatch,p1fledgestart,p1fledgedisp,p1abandon,p1outcome,p2mcstart,p2mcend,p2incstart,p2hatch,p2fledgestart,p2fledgedisp,p2abandon,p2outcome,p3mcstart,p3mcend,p3incstart,p3hatch,p3fledgestart,p3fledgedisp,p3abandon,p3outcome,p4mcstart,p4mcend,p4incstart,p4hatch,p4fledgestart,p4fledgedisp,p4abandon,p4outcome
34115,2022 Conaway East,2022 Conaway Ranch Reservoir,7183,5/9/2022,6/28/2022,38.646,-121.694,10,America/Los_Angeles,,,Central Sacramento Valley,2022 Conaway East MS ConE MS,2022 ConE MC01,2022 ConE FS01,2022 Con E Hatchling,2022 Con E Nestling,2022 Con E FC06,Unknown,Unknown,Himalayan blackberry,Reservoir on Conaway Ranch. Vegetation suitability dependent upon precipitation and timing of water pumping.,"The ARU was placed at the onset of incubation. Recordings containing Female Chatter declined sharply midway through incubation. There was also a sharp decline in Nestling Begging Calls seven days after broofding onset. An ARI score of 0.214, together with recordings containing Fledgling Begging Calls, indicates Partial Abandonment. Elevated temperatures were temporally coincident with the inferred timing of Partial Abandonment.",2022 Conaway Ranch Reservoir,Simple,,inf,5/11/2022,5/11/2022,5/23/2022,~6/7/2022,6/17/2022,5/20/2022P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34111,2022 Conaway New Easement Pond West,2022 Conaway New Easement Pond West,4743,5/11/2022,6/13/2022,38.6389,-121.709,9,America/Los_Angeles,,,Central Sacramento Valley,2022 Conaway NEPW MS type 5,2022 Con - NEPW MC01,2022 Conaway NEPW FS 01,2022 Con NEPW Hatchling,2022 Con NEPW Nestling,2022 Conaway NEPW FC06,No Colony,No Colony,Cattails with bulrush,Easement pond on Conaway Ranch south of Willow Slough. Grains are available and were heavily utilized by foraging birds in 2021 on the west side of CR102 at a corral holding sheep and goats that is 2.0 miles SW of the pond.,Automated pattern matching did not detect any Tricolored Blackbird vocalizations. A subsequent manual review likewise detected no vocalizations.,2022 Conaway New Easement Pond West,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34112,2022 Conaway North,2022 Conaway North,7898,5/4/2022,6/28/2022,38.6547,-121.686,8,America/Los_Angeles,,,Central Sacramento Valley,2022 Conaway North MS type 5,2022 ConN MC01,2022 Conaway North FS01,2022 Con North Hatchling,2022 Con North Nestling,2022 Conaway North FC06,5m,15000,"Cattails, Himalayan blackberry, willow",On Conaway Ranch to north of reservoir up windy ranch road; on both sides of irrigation canals in both Himalayan blackberries and willows along canals. Nests also likely in tules in canals.,"Two ARUs were deployed at this colony. Data from this unit are treated as the core dataset because they produced the greatest number of recordings containing vocalizations of interest. The ARU was placed during settlement. Recordings containing Hatchling, Nestling, and Fledgling Begging Calls were all well represented, indicating a Simple synchronous colony type. Recordings containing Fledgling Begging Calls confirm successful reproduction.",2022 Conaway North,Simple,,inf,5/12/2022,5/9/2022,5/21/2022,5/31/2022,6/19/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34113,2022 Conaway North A,2022 Conaway North A,7900,5/4/2022,6/28/2022,38.6547,-121.686,8,America/Los_Angeles,Dupe,2022 Conaway North:,Central Sacramento Valley,2022 Conaway North A MS type 5,2022 ConNA MC01,2022 Conaway North A FS 01,2022 Con NA Hatchling,2022 Con NA Nestling,2022 Conaway North A FC06,5m,15000,"Cattails, Himalayan blackberry, willow",See 2022 Conaway North.,"This ARU is considered a duplicate dataset of 2022 Conaway North. Vocalization patterns and breeding-stage timing closely matched those detected by the companion ARU, confirming successful reproduction.",2022 Conaway North A,Simple,,inf,5/10/2022,5/10/2022,5/22/2022,6/1/2022,6/16/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34078,2022 Creed Road,2022 Denverton Creek,13269,2/13/2022,8/20/2022,38.241,-121.888,12,America/Los_Angeles,,,Solano County,2022 CR MS typ5,2022 CR MC01,2022 CR FS01,2022 Creed Road Hatchling,2022 Creed Rd Nestling,2022 CR FC06,125m,1000,Himalayan blackberry,"A patch of Himalayan blackberry approximately 0.36 ha in size, in a cattle field and adjacent to Creed Road. Grasslands grazed by cattle surround the site.","The ARU was placed well before Female Chatter detections began. A single breeding attempt was detected, exhibiting a synchronous progression of Female Chatter followed by Hatchling, Nestling, and Fledgling Begging Call detections. Recordings containing Fledgling Begging Calls indicate successful reproduction.",2022 Denverton Creek,Simple,,3/13/2022,4/4/2022,4/3/2022,4/15/2022,4/28/2022,5/20/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34118,2022 Foley Ranch A,2022 Virginia at Ostrom A,3101,4/24/2022,6/6/2022,39.0769,-121.494,21,America/Los_Angeles,,,Central Sacramento Valley,2022 Foley Ranch FR MS01,2022 FRA MC01,2022 Foley Ranch A FS 01,2022 FR A Hatchling,2022 FR A Nestling,2022 Foley Ranch A FC06,20,5000,Himalayan blackberry,Large isolated copse of Himalayan blackberry in cattle ranch adjacent to rice paddies.,"Two ARUs were deployed at this site. Data from this unit are treated as the core dataset because they produced the greatest number of recordings containing vocalizations of interest. Male Song and Male Chorus detections were recorded intermittently, but no recordings contained Female Chatter or Hatchling or Nestling Begging Calls. When Male Song and Male Chorus were detected the sonograms were strong, indicating that the ARU was placed close to the birds. Given this, the lack of detection of Female Chatter suggest that females were not recruited to the site and a colony never formed. This was confirmed by an in-person visit by Robert Meese. A small number of recordings containing Fledgling Begging Calls are detected 2-Jun and 3-Jun and likely originated from a recently dispersed creche moving through the area. A colony about 3.5 miles away had a fledgling dispersal on 1-Jun and potential explains the source of the Fledgling Begging Calls.",2022 Virginia at Ostrom A,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34119,2022 Foley Ranch B,2022 Virginia at Ostrom B,3104,4/24/2022,6/6/2022,39.0769,-121.494,21,America/Los_Angeles,Dupe,2022 Foley Ranch A:,Central Sacramento Valley,2022 FR - B MS,2022 FRB MC01,2022 FR B FS01,2022 FR B Hatchling,2022 FR B Nestling,2022 FR B FC06,20m,5000,Himalayan blackberry,"Large isolated copse of Himalayan blackberry in cattle ranch adjacent to rice paddies. A second isolated copse is nearby, with a gap of 50 meters between the two.",This ARU is considered a duplicate dataset of 2022 Foley Ranch A.,2022 Virginia at Ostrom B,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
33966,2022 Hay Landfill,2022 Hay Landfill,14468,2/13/2022,9/9/2022,38.306,-121.825,6,America/Los_Angeles,,,Solano County,2022 HL MStyp5,2022 HL MC01,2022 HL FS01,2022 Hay Landfill Hatchling,2022 Hay Landfill Nestling,2022 HL FC04,0m,4000,"Bulrush, cattails","A 7.0-ha, water-managed pond containing tule covering approximately 25% of the pond. The colony is surrounded by agricultural land and grassland on the eastern, western, and southern borders and a landfill on the northern border. A heavily traveled highway borders the eastern edge.","The ARU was placed well before Female Chatter detections began. Two breeding attempts were detected. The first breeding attempt had an ARI score of 0.184, indicating it was Partially Abandoned. On 4/8/2022 Female Chatter drops percipitously, suggesting the date of Partial abandonment, this coincides with a 14F increase in daily high, which might explain the reason for partial abandonemtn. Female Chatter detections were not recorded prior to the onset of brooding during the second attempt, possibly due to masking by persistent Male Chorus. Recordings containing Fledgling Begging Calls were detected indicating Successful breeding.",2022 Hay Landfill,Sequential,,2/24/2022,4/1/2022,3/31/2022,~4/10/2022,4/27/2022,5/15/2022,4/8/2022P,Partially Abandoned,5/4/2022,5/14/2022,5/7/2022,5/19/2022,6/1/2022,6/27/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34077,2022 Laguna Seca,2022 Laguna Seca,8109,3/20/2022,7/11/2022,36.5718,-121.768,117,America/Los_Angeles,,,Monterey,2022 Leguna Seca LS MS03,2022 LS MC01,2022 Leguna Seca Female Song 01,2022 LS Hatchling,2022 LS Nestling,2022 LS FC06,3m,Unknown,"Bulrush, cattails",Drainage pond beside Highway 68 E at Laguna Seca near the area with the dumpsters.,"Signal clarity was reduced throughout the deployment, limiting detectability of early-stage vocalizations. Nevertheless, two temporally distinct brooding periods were evident, separated by an interval consistent with sequential breeding attempts. Although Fledgling Begging Call detections were not recorded for either attempt, the duration and continuity of Nestling Begging Call detections exceeding the minimum 12 days from Hatching to Fledgling,  indicate that the both breeding attempts likely were successful and the Fledglings immediately dispersed. Breeding-stage dates were assigned based on the first detected vocalizations, or in the case of dispersal the last; however, because detections were sparse, the true onset of breeding stages likely occurred earlier and cessation later, and reported dates should be considered approximate. This is indicated with a ""~"" in Table 5.",2022 Laguna Seca,Sequential,,inf,4/9/2022,4/3/2022,~4/15/2022,ND,ND,ND,Successful,5/3/2022,5/11/2022,5/13/2022,5/25/2022,ND,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34117,2022 Los Vaqueros Reservoir,2022 Los Vaqueros Playa,3898,4/15/2022,6/8/2022,37.8377,-121.696,82,America/Los_Angeles,,,Los Vaqueros,2022 LV MS LV-MS01,2022 LVR MC01,2022 LV FS 01,2022 LVR Hatchling,2022 LVR Nestling,2022 LV FC06,0,400-500,Himalayan blackberry,A patch of Himalayan blackberry about 900 sq m that is just uphill from a 200 sq m small pond. Surrounding this area is open grassland with grazing cattle.,"Nestling Begging Call detections were present in the earliest recordings, indicating that the ARU was placed during brooding. Hatchling Begging Call detections appeared later in the deployment, indicating initiation of an additional breeding attempt while the ARU was active. Because the first attempt began before recording commenced, the acoustic record cannot distinguish whether the observed structure reflects an Addition to the original attempt or Asynchronous nesting. Recordings containing Fledgling Begging Calls were detected before the end of the deployment, and the breeding activity at this site was therefore classified as Successful. Due to the colony structure breeding stages were extended, and dispersal had a long tail with a sharp drop noted on 23-May, suggesting many of the fledginglis dispersed on this date.",2022 Los Vaqueros Playa,Unknown,,inf,inf,inf,inf,~4/17/2022,ND,ND,Successful,inf,inf,4/7/2022,4/19/2022,5/1/2022,5/24/2022,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34076,2022 Marsh Creek Reservoir,2022 Marsh Creek Reservoir,3904,4/15/2022,6/8/2022,37.8884,-121.726,51,America/Los_Angeles,,,Los Vaqueros,2022 Marsh Creek Reservoir MS Type 5,2022 MCR MC01,2022 Marsh Creek FS01,2022 MCR Hatchling,2022 MCR Nestling,2022 Marsh Creek FC06,No Colony,No Colony,Cattails,Cattails and riparian woodland around reservoir. Annual grassland around area.,The ARU was deployed to monitor Red-winged Blackbirds that were suspected of producing vocalizations similar to Tricolored Blackbird calls. No Tricolored Blackbird vocal detections were recorded at this site. Recordings from this deployment were used to characterize Red-winged Blackbird Female Chatter and to inform interpretation of Tricolored Blackbird Female Chatter at sites where both species were present.,2022 Marsh Creek Reservoir,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34075,2022 Newberry Springs - Lake Wainani,2022 Newberry Springs - Lake Wainani,575,5/12/2022,5/20/2022,34.8773,-116.606,549,America/Los_Angeles,,,San Bernardino,2022 NS-LW MStyp5,2022 NS-LW MC01,2022 NS - LW FS01,2022 NS - LW Hatchling,2022 NS - LW Nestling,2022 NS - LW FC06,90m,500,"Cattails, willows","Small retirement community in the Mojave Desert. Artificial lake with an island in the center, with willows and cottonwoods, lawns, shrubbery. Surrounded by desert scrub on three sides, the fourth side has an irrigated field.","The ARU was deployed for eight days. Nestling Begging Call detections were present at the time of deployment, indicating that breeding had progressed beyond early nesting stages. A single recording containing a Fledgling Begging Call was detected prior to retrieval, and the breeding attempt was therefore classified as Successful. Due to the limited number of recordings and detections, the timing of breeding stages could not be resolved.",2022 Newberry Springs - Lake Wainani,Unknown,,ND,ND,ND,ND,ND,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34090,2022 Ohlone - Santa Lucia Preserve,2022 Santa Lucia Preserve - Ohlone Pond,10658,3/21/2022,8/16/2022,36.4692,-121.7937,318,America/Los_Angeles,,,Monterey,2022 Ohlone MaleSong02,2022 Ohlone MC01,2022 Ohlone New FS01,2022 Ohlone Hatchling,2022 Ohlone Nestling,2022 Ohlone FC06,3m,50,Bulrush (Schoenoplectus spp.),Stock-pond within a conservation easement. Pond sits below a residence with driveway running along it's western side (offset 120 ft).,"Prolonged overlap of Male Chorus, Female Chatter, and multiple stages of Begging Call detections produced an extended breeding signal characteristic of Asynchronous nesting. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful.
The site had been labeled 2022 Ohlone - Santa Lucia Preserve, but was renamed to align with naming patterns of other sites.",2022 Santa Lucia Preserve - Ohlone Pond,Asynchronous,,4/5/2022,4/21/2022,~4/15/2022,~5/2/2022,5/12/2022,6/20/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
33851,2022 OR1,2022 Oregon State - Warm Springs Dizney Lane,7373,4/18/2022,6/9/2022,44.72275,-121.23785,482,America/Los_Angeles,,,Oregon,2022 OR1 MS04,2022 OR1 MC01,2022 OR1 FS01,2022 OR1 Hatchling,2022 OR1 Nestling,2022 OR1 FC06,10m,50,"Cattails, Himalayan blackberry","ARU was strapped to a fence post bordering the colony, about 10 feet away from a country road.",Only a small fraction of recordings during the first two weeks of deployment contained Male Song detections. Manual review confirmed the absence of Female Chatter and Begging Call detections. These acoustic patterns indicate that birds visited the site but that a breeding attempt was not established.,2022 Oregon State - Warm Springs Dizney Lane,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34073,2022 OR2,2022 Oregon State - Prineville Woodward Rd,5785,4/24/2022,6/3/2022,44.37166,-120.92661,888,America/Los_Angeles,,,Oregon,2022 ORMS04,2022 OR2 MC01,2022 OR2 FS01,2022 OR2 Hatchling,2022 OR2 Nestling,2022 OR2 FC06,10m,40-80,Cattails,A marshy creek area with tules on the bank.,"Only a small fraction of recordings included Female Chatter and Begging Call detections, consistent with the small colony documented at this site. Because automated detections were sparse, manual review was conducted. Despite the limited detections, recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful. 
Breeding-stage dates were assigned based on the first detected vocalizations; however, because detections were sparse, the true onset of breeding stages likely occurred earlier and reported dates should be considered approximate. Approximated dates are indicated with a ""~"" in Table 5.",2022 Oregon State - Prineville Woodward Rd,Simple,,missed,missed,~5/4/2022,5/18/2022(E),5/30/2022,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34071,2022 Paicines Ranch - Teal Pond,2022 Paicines Ranch - Teal Pond,8369,4/10/2022,8/6/2022,36.7136,-121.296,192,America/Los_Angeles,,,CNLM,2022 Paicines Ranch MS02,2022 PR -TPA MC01,2022 Paicines Ranch Teal Pond FS01,2022 PR-TP Hatchling,2022 PR TP Nestling,2022 Paicines Ranch TP FC06,3m,4000,"Bulrush, cattails",NEED,"Two ARUs were deployed at this colony approximately 100 m apart. This dataset is considered the core dataset because it produced the highest number of recordings containing Female Chatter and Nestling Begging Call detections. The ARU was deployed during the transition from settlement to incubation. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful.",2022 Paicines Ranch - Teal Pond,Simple,,inf,4/14/2022,4/10/2022,4/22/2022,5/6/2022,5/27/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
34072,2022 Paicines Ranch - Teal Pond B,2022 Paicines Ranch - Teal Pond B,7658,4/11/2022,8/3/2022,36.7136,-121.296,192,America/Los_Angeles,Dupe,2022 Paicines Ranch - Teal Pond:,CNLM,2022 Paicines Ranch B MS,2022 PR - TPB MC01,2022 PR TP B FS01,2022 PR - TP B Hatchling,2022 PR - TP B Nestling,2022 Paicines Ranch TP B FC06,3m,4000,"Bulrush, cattails",See 2022 Paicines Ranch - Teal Pond.,This ARU is considered a duplicate dataset of 2022 Paicines Ranch – Teal Pond.,2022 Paicines Ranch - Teal Pond B,Simple,,inf,inf,4/13/2022,4/25/2022,5/9/2022,6/2/2022,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
